вытры иргъи оравэтԓьан тымнэн ӄытԓыги эӄыԓпэ нэԓгычыку рычымӄэннин кыԓтынин майык	 в ы т р ы _ и р _ гъ _ и _ о р а в э т ԓ ь а _ н _ т ы м _ нэн _ ӄ ы т ԓ ы г и _ э ӄ ы ԓ п э _ н _  э ԓ г ы _  ч ы к у _ р ы _  ч ы м _  ӄ э н _  н и _ н _ к ы ԓ т ы _  н и н _ м а й ы к _ 
рыннин чейвыткуԓьыт етгъэт	 р ы н _ нин _ ч е й в ы _ тку _  ԓ ь ы _  т _ е т _  г ъ э _ т _ 
ӈэвъэнйыръын никвъэн	 ӈ э в ъ э н _  й ы р ъ ы _ н _ н _  и к _ въэ _ н _ 
ӈэвысӄэтэ ивнинэт	 ӈ э в ы с ӄ э т _  э _ ив _ ни _  н э _ т _ 
ынръам ӄоԓ пэԓятгъэ ынанынпычьын майгэӈкы	 ы н р ъ а м _ ӄ о ԓ _ п э ԓ я _  т _ гъэ _ ы н а н ы н п ы _ чьы _ н _ м а й _  г э ӈ _ кы _ 
ныгатгаткоӄэн ԓюур	 ны _  г а т г а _ тко _ ӄэн _ ԓ ю у р _ 
ԓявтэты ръэнут эрэтгъи маԓенэн эвыр	 ԓ я в т _  э т ы _ р ъ э н у т _ э р э т _ гъ _ и _ м а ԓ е н _ эн _ э в ы р _ 
гитэнин мутԓымуԓ иквъи эмӄэԓеԓвынэ	 г и _  т э _  н и _ н _ м у т ԓ ы _ муԓ _ и к _ въ _ и _ э м _  ӄ э ԓ е ԓ в ы _ н _ э _ 
ынръам ръэнут нэмэ	 ы н р ъ а м _ р ъ э н у т _ н э м э _ 
гатгаткоӈӈогъэ нэмэ йиннин мутԓе ӄынвэр	 г а _  т г а _ тко _ ӈӈо _  г ъ _ э _ н э м э _ й и н _  н и _ н _ м у т _ ԓе _ ӄ ы н в э р _ 
наԓгымай рырыткунин 	 н а _  ԓ г ы м _  а _  й _ р ы р ы _ тку _ ни _ н _ _ 
эвын ынкы ԓьунин ыргин ытԓеӈи ӄытԓыги	 э в ы н _ ы н _ кы _ ԓ ь у _ ни _ н _ ы р г и н _ ы т ԓ е _ ӈи _ ӄ ы т ԓ ы г и _ 
ӈавъанйыръиӈа ганмыԓен ԓыгэн авъеткынка нэмэ	 ӈ а в ъ а н _  й ы р ъ _  и _  ӈ а _ г а _  н м ы _ ԓен _ ԓ ы г э н _ а в ъ е _ ткын _ к _ а _ н э м э _ 
румэкэвнин	 р у м э к _ эв _ ни _ н _ 
ӄутти	 ӄ у т _ ти _ 
ытԓенъют етгъэт 	 ы т ԓ е н _ ъют _ е т _  г ъ э _  т _ _ 
винвэ ивнинэт	 в и н в э _ и в _ ни _  н э _ т _ 
ынӄо эргатык ымыԓьо чейвыткугъэт нутэк	 ы н ӄ о _ э р г _ атык _ ы м ы ԓ ь о _ ч е й в ы _ тку _  г ъ э _ т _ н у т э _  к _ 
увэрайӈын	 у в э р а _  й ӈ ы _ н _ 
нэтэйкын	 н э _  т э й к ы н _ 
аны таӈымъыԓёӈэт гэкымъыгичиԓинэт ԓыгэн	 а н ы _ т а ӈ _  ы м _ ъыԓё _ ӈэт _ г э _  к ы м ъ ы _  г и ч и _  ԓ и н э _ т _ ԓ ы г э н _ 
увэрайӈык ныёԓьатӄэнат ӄынвэр ыттъымиԓ майӈаӈӈогъат кымъыгинив нэтэйкын аны таӈымъыԓёӈэт	 у в э р а _  й ӈ ы _  к _ н ы _  ё _  ԓ ь а т _  ӄ э н а _ т _ ӄ ы н в э р _ ы т т ъ ы _  м и ԓ _ м а й ӈ а _ ӈӈо _  г ъ а _ т _ к ы м ъ ы г и _  н _  и в _ н э _  т э й к ы н _ а н ы _ т а ӈ _  ы м _ ъыԓё _ ӈэт _ 
гэкымъыгичиԓинэт	 г э _  к ы м ъ ы _  г и ч и _  ԓ и н э _ т _ 
ԓыгэн увэрайӈык ныёԓьатӄэнат ӄынвэр ыттъымиԓ майӈаӈӈогъат	 ԓ ы г э н _ у в э р а _  й ӈ ы _  к _ н ы _  ё _  ԓ ь а т _  ӄ э н а _ т _ ӄ ы н в э р _ ы т т ъ ы _  м и ԓ _ м а й ӈ а _ ӈӈо _  г ъ а _ т _ 
кымъыгинив ынӄо эргатык ӈэвъэнйыръын нываӈэӄэн чотыткынык	 к ы м ъ ы г и _  н _  и в _ ы н ӄ о _ э р г _ атык _ ӈ э в ъ э н _  й ы р ъ ы _ н _ н ы _  в а ӈ э _ ӄэн _ ч о т ы _ ткыны _ к _ 
ԓюур кагынмыткыната ӄочеԓгыԓгыӄай ԓьунин ӈэвъэнйыръын иквъи	 ԓ ю у р _ к а г ы н м ы _  т к ы н _  а т а _ ӄ о ч е _  ԓ г ы _  ԓ г ы _  ӄ а й _ ԓ ь у _ ни _ н _ ӈ э в ъ э н _  й ы р ъ ы _ н _ и к _ въ _ и _ 
ӄочеԓгыԓгыӄай ԓюур иквъи ивкэ ӄун миквыт	 ӄ о ч е _  ԓ г ы _  ԓ г ы _  ӄ а й _ ԓ ю у р _ и к _ въ _ и _ и в _  к _ э _ ӄ у н _ м и к _  в ы т _ 
 гыныкы нэтэйкын	 _ г ы н ы _  к ы _ н э _  т э й к ы н _ 
нутэк увэрайӈын ӄэгԓын эргатык чайвытконвэпы	 н у т э _  к _ у в э р а _  й ӈ ы _ н _ ӄ э г ԓ ы _  н _ э р г _  а т ы к _ ч а й в ы _ тко _  н _ вэпы _ 
етык никвъэн ӈэвысӄэтэ ивнинэт виин ӈотӄэнат чемынгыт ӄынчичьэркыниткы кэргымма	 е т ы _  к _ н _  и к _ въэ _ н _ ӈ э в ы с ӄ э т _  э _ и в _ ни _  н э _ т _ в и и н _ ӈ о т _  ӄ э н а _  т _ ч е м ы н _ гыт _ ӄ ы н ч и _  ч ь э _  р к ы н и _  т к ы _ к э р г _ ымм _ а _ 
ԓюур эвыр нэгитэн гагыргоԓятԓен нырэпириӈӄин	 ԓ ю у р _ э в ы р _ н э _  г и т э _  н _ г а _  г ы р г о ԓ я _ т _ ԓен _ н ы _  р э _  п и р и ӈ _ ӄин _ 
 ныԓвавӄэн пирик гыргоԓятгъэ	 _ н ы _  ԓ в а в _  ӄ э н _ п и р и _  к _ г ы р г о ԓ я _  т _  г ъ э _ 
ӄытԓыги ӄучиԓгыӄэе	 ӄ ы т ԓ ы г и _ ӄ у ч _  и ԓ г ы _  ӄ э е _ 
гангыргоԓявԓен ныпичгыӄин вэгрэтэм	 г а _  н г ы р г о ԓ я в _  ԓ е н _ ны _  п и ч г ы _ ӄин _ в э г р э т _  э м _ 
с ганымыԓьавԓен нынну ынкы вэгрэтэм	 с _ г а _  н ы м ы ԓ ь а _  в _ ԓен _ н ы н н у _ ы н _ кы _ в э г р э т _  э м _ 
аны ытԓён таӈвэнъым ныпичгыӄин	 а н ы _ ы т ԓ ё н _ т а ӈ _  в э н _ ъым _ н ы _  п и ч г ы _ ӄин _ 
тэӈпэнин ӄонратваԓьын ымыӈ	 т э ӈ _  п э н _ ин _ ӄ о н _  р а _  т в а _  ԓ ь ы _ н _ ы м ы _  ӈ _ 
нымным ванэван чымче	 н ы м н ы м _ в а н э в а н _ ч ы м ч _ е _ 
нытван миӈкыри	 ны _  т в а _  н _ м и ӈ _ кы _ ри _ 
ӄун найыԓгавӄэн	 ӄ у н _ н а _  й ы ԓ _  г а в _  ӄ э н _ 
рэԓӄынӈыт мэӈӄокэнат	 р э ԓ ӄ ы н ӈ ы _  т _ м э ӈ _  ӄ о _ кэна _  т _ 
рэмкыԓьыт кытамчачва	 р э м к ы _  ԓ ь ы _  т _ к ы т а _  м ч а ч в а _ 
ынкъам ынӄэната	 ы н к ъ а м _ ы н ӄ э н а _ та _ 
найыԓгавӄэн наӄам ытԓён ԓымыԓьын ӈирэнӈэвыԓьын	 н а _  й ы ԓ _ гав _  ӄ э н _ н а ӄ а м _ ы т ԓ ё н _ ԓ ы м ы ԓ ь ы _ н _ ӈ и р э _  н ӈ э в ы _  ԓ ь ы _ н _ 
ытԓён еп	 ы т ԓ ё н _ е п _ 
ԓыгэн аатчек	 ԓ ы г э н _ а а т ч е _  к _ 
эквыргъам ԓыгэн гэԓеԓютԓин	 э к в ы р _ гъа _ м _ ԓ ы г э н _ г э _  ԓ е ԓ _  ю т _  ԓ и н _ 
эвын ԓыгэн гэмэчынпэвыԓгэтԓин	 э в ы н _ ԓ ы г э н _ г э _  м э ч ы н п э в ы _  ԓ г э т _ ԓин _ 
ӄуԓитгивик ӄоԓ	 ӄ у ԓ и т _ гиви _ к _ ӄ о ԓ _ 
ӈэвъэн рыԓейвынин ӄаагты ынкы	 ӈ э в ъ э _ н _ р ы _  ԓ е й в ы _  н и н _ ӄ а а _  г т ы _ ы н _ кы _ 
эвын гагроръоԓен ӄаат эвын	 э в ы н _ г а _  г р о _  р ъ о _  ԓ е н _ ӄ а а т _ э в ы н _ 
ныгръоӄэнат	 ны _  г _  р ъ о _  ӄ э н а _ т _ 
ӈэнку ӄаатагнык	 ӈ э н _ ку _ ӄ а а т а г н ы _ к _ 
гытгык ӄача пэнъёԓгын нэтэйкын наӄам ӈэйгиӈкы нытваӄэн	 г ы т г ы _  к _ ӄача _ п э н ъ ё ԓ г ы _ н _ н э _  т э й к ы н _ н а ӄ а м _ ӈ э й _  г и ӈ _ кы _ н ы _ тва _ ӄэн _ 
эвыр	 э в ы р _ 
ӈэԓвыԓ гытоԓыӈкы	 ӈ э ԓ в ы ԓ _ г ы т о ԓ ы ӈ _ кы _ 
нытваӄэн тэкэм	 ны _  т в а _ ӄэн _ т э к _ эм _ 
пэтыкэԓвайынвык увэмгогъат	 п э т ы _  к э ԓ в а _  й ы н в ы _  к _ у в э м г о _  г ъ а _ т _ 
ынкы пэтыраԓӄаӈынвык	 ы н _ кы _ п э т ы _  р а ԓ _  ӄ а _  ӈ ы н в ы _ к _ 
пэтырытын ныԓгинымкыӄин	 п э т ы _  р ы т ы _  н _ н ы _  ԓ г и _ ны _ мкы _ ӄин _ 
нарычгытваӄэн ывэӄуч	 н _  а р ы ч г ы _ тва _ ӄэн _ ы в э ӄ у ч _ 
ӈэвъэным нувиӄин ынӄо мачгыргоԓягты ӈэвысӄэт уӈэԓгъи ынкы ууркиткугъи	 ӈ э в ъ э _  н ы м _ н _  у в и _ ӄин _ ы н ӄ о _ м а ч _  г ы р г о ԓ я _ гты _ ӈ э в ы с ӄ э т _ у ӈ э ԓ _ гъ _ и _ ы н _ кы _ у у р к и _  т к у _  г ъ _ и _ 
ӈэвысӄэт ынӄо	 ӈ э в ы с ӄ э т _ ы н ӄ о _ 
ываӄочегты ӄытгъи эвтыԓягты нэмэым ӈан нунрэпэтӄин тыԓяма	 ы в а ӄ о ч е _ гты _ ӄ ы т _ гъ _ и _ э в т ы ԓ я _ гты _ н э м э ы м _ ӈ а н _ н у н _  р э п э т _  ӄ и н _ т ы ԓ я _ ма _ 
наӄам нъэӄэгнитӄин ԓюур вай авынтыԓяма гыткаӄач ԓыгэгтонрапатгъэ ынраӄ	 н а ӄ а м _ н _  ъ э ӄ э г _ н _  и т _ ӄин _ ԓ ю у р _ в а й _ а в ы н т ы ԓ я _  м а _ г ы т к а _  ӄ а ч _ ԓ ы г э _  г т о _  н _  р а _  п а т _  г ъ э _ ы н р а _ ӄ _ 
тиӈук нэнаԓвавӄэн наӄам рай ынкэчыку нинэԓгийгуткуйвыӄин	 т _  и ӈ у к _ н _  э н а _  ԓ в а в _  ӄ э н _ н а ӄ а м _ р а й _ ы н к э _  ч ы к у _ н _ инэ _  ԓ г и _  й г у _  т к у _  й в ы _  ӄ и н _ 
гыткаԓгын рэӄэ ӄынвэр тиӈунин	 г ы т к а _  ԓ г ы _  н _ р э ӄ _  э _ ӄ ы н в э р _ т _  и ӈ у _ ни _ н _ 
гыткаӄач эвын ынкы рээн йытонэн ыԓчыкойпы кайӈиӈын	 г ы т к а _  ӄ а ч _ э в ы н _ ы н _ кы _ р э э н _ й ы т о _ нэ _ н _ ы ԓ ч ы к о _  й п ы _ к а й ӈ _ иӈы _ н _ 
ԓыгэн ынӄэн гыткак рээн йытонэн ыныкит гитэнин	 ԓ ы г э н _ ы н ӄ э н _ г ы т к а _ к _ р э э н _ й ы т о _ нэ _  н _ ы н ы _ кит _ г и _  т э _ ни _ н _ 
ӈэвысӄэтэ аны гэԓгигынтэвԓин ораываӄочеӈӄачагты наӄам ныԓгиӄуԓиԓьэтӄин аны	 ӈ э в ы с ӄ э т _  э _ а н ы _ г э _ ԓги _  г ы н т э в _ ԓин _ о р а ы _  в а ӄ о _  ч е _  ӈ ӄ а ч а _  г т ы _ н а ӄ а м _ н ы _ ԓги _  ӄ у ԓ и _ ԓьэт _ ӄин _ а н ы _ 
вай ръанотайӈоон нэмэым ӈан	 в а й _ р ъ а н о _  т а й ӈ о о н _ н э м э ы м _ ӈ а н _ 
нунрэпэтӄин тыԓяма наӄам	 н у н _  р э п э т _  ӄ и н _ т ы ԓ я _ ма _ н а ӄ а м _ 
нъэӄэгнитӄин ԓюур вай	 н _  ъ э ӄ э г _ н _  и т _ ӄин _ ԓ ю у р _ в а й _ 
авынтыԓяма гыткаӄач	 а в ы н т ы ԓ я _  м а _ г ы т к а _  ӄ а ч _ 
ԓыгэгтонрапатгъэ ынраӄ тиӈук	 ԓ ы г э _  г т о _  н _  р а _  п а т _  г ъ _ э _ ы н р а _ ӄ _ т _  и ӈ у к _ 
нэнаԓвавӄэн наӄам рай ынкэчыку	 н _  э н а _  ԓ в а в _  ӄ э н _ н а ӄ а м _ р а й _ ы н к э _  ч ы к у _ 
нинэԓгийгуткуйвыӄин гыткаԓгын рэӄэ	 н _ инэ _  ԓ г и _  й г у _  т к у _  й в ы _  ӄ и н _ г ы т к а _  ԓ г ы _  н _ р э ӄ _  э _ 
ӄынвэр тиӈунин	 ӄ ы н в э р _ т _  и ӈ у _ ни _ н _ 
гыткаӄач	 г ы т к а _  ӄ а ч _ 
 эвын ынкы	 _ э в ы н _ ы н _ кы _ 
рээн	 р э э н _ 
йытонэн ыԓчыкойпы кайӈиӈын ԓыгэн	 й ы т о _ нэ _ н _ ы ԓ ч ы к о _  й п ы _ к а й ӈ _ иӈы _ н _ ԓ ы г э н _ 
ынӄэн гыткак	 ы н ӄ э н _ г ы т к а _  к _ 
рээн йытонэн ыныкит гитэнин ӈэвысӄэтэ аны гэԓгигынтэвԓин ораываӄочеӈӄачагты	 р э э н _ й ы т о _ нэ _  н _ ы н ы _ кит _ г и _  т э _ ни _ н _ ӈ э в ы с ӄ э т _  э _ а н ы _ г э _ ԓги _  г ы н т э в _ ԓин _ о р а ы _  в а ӄ о _  ч е _  ӈ ӄ а ч а _  г т ы _ 
наӄам ныԓгиӄуԓиԓьэтӄин аны вай ръанотайӈоон	 н а ӄ а м _ н ы _ ԓги _  ӄ у ԓ и _ ԓьэт _ ӄин _ а н ы _ в а й _ р ъ а н о _  т а й ӈ о о н _ 
ӄынвэр ӈан тэӈынпунӈитэвнин кэйӈын	 ӄ ы н в э р _ ӈ а н _ т э ӈ _  ы н п у н _  ӈ и т э в _  н и _ н _ к э й ӈ ы _ н _ 
гынтавычгатгъэ	 г ы н т а в ы _  ч г _ ат _ гъэ _ 
кайӈиӈын рагтыгъат	 к а й ӈ _ иӈы _ н _ р а _  г т ы _ гъа _ т _ 
ытри ынӄо нэмэ эԓеръугъи тыԓванымтакачгыка	 ы т р и _ ы н ӄ о _ н э м э _ э ԓ е _  р ъ у _ гъ _ и _ т ы ԓ в а _  н ы м т а к а ч _ гы _  к _ а _ 
ынръа гатваԓен	 ы н р ъ а _ г а _  т в а _ ԓен _ 
ӄоныръым эвын ынӈин эмӄынгивик анымтакачгыка	 ӄ о н ы _ р _ ъым _ э в ы н _ ы н ӈ и н _ э м ӄ ы н г и в и _ к _ а н ы м т а к а ч _  г ы _  к _  а _ 
нытваӄэн вэгрэтэм	 ны _  т в а _ ӄэн _ в э г р э т _  э м _ 
таӈымыԓьо вээм	 т а ӈ _  ы м ы ԓ ь о _ в э э м _ 
ръиԓеръугъи кыткытръогъэ аноԓьатынвык	 р ъ и ԓ е _  р ъ у _ гъ _ и _ к ы т к ы т _ ръо _  г ъ _ э _ а н о ԓ ь _  а т ы н в ы _ к _ 
тыԓегъи вэгрэтэм	 т ы ԓ е _  г ъ _ и _ в э г р э т _  э м _ 
ӄаанматыԓьатгъэ ынӄо имтиԓӄытгъи ӄааԓьатакватгъэ	 ӄ а а н _ маты _  ԓ ь а т _ гъ _ э _ ы н ӄ о _ и м т _  и ԓ ӄ ы т _ гъ _  и _ ӄ а а ԓ ь а _  т _  а к в а т _ гъэ _ 
тыԓвамыргынан	 т ы ԓ в а _  м ы р г ы _ нан _ 
ӈэвъэнти пэԓянэнат наӄам	 ӈ э в ъ э н _  т и _ п э ԓ я _  н э _ на _ т _ н а ӄ а м _ 
ӄоԓ	 ӄ о ԓ _ 
ӈэвъэн нанӄыԓьын нынныӈыттыӄинэт	 ӈ э в ъ э _ н _ н _  а н ӄ ы _  ԓ ь ы _ н _ н ы н н ы _  ӈ ы т т ы _  ӄ и н э _ т _ 
эԓеӈит юур	 э ԓ е _  ӈ и т _ ю у р _ 
рай ӄуԓиныкитэ	 р а й _ ӄ у ԓ и _  н ы _  к и т _ э _ 
мэԓӄэпы ръэнут нывыргыргыръуӄин наӄам мэԓӄыткынык таӈвэнъым	 м э ԓ ӄ _  э п ы _ р ъ э н у т _ н ы _  в ы р г ы р г ы _  р ъ у _  ӄ и н _ н а ӄ а м _ м э ԓ ӄ ы _  т к ы н ы _ к _ т а ӈ _  в э н _ ъым _ 
мыгтэкичгыԓьын ынӄо эргатръогъэ нэгитэнэт тэкичгыт	 м ы г _ тэкичгы _ ԓьы _  н _ ы н ӄ о _ э р г _  а т _ ръо _  г ъ _ э _ н э _  г и т э _  н э _ т _ т э к и ч _  г ы т _ 
аны эвын гэԓгинуйвыԓинэт	 а н ы _ э в ы н _ г э _ ԓги _  н у _  й в ы _  ԓ и н э _ т _ 
тэкичгыт ынӄо нэмэ	 т э к и ч _ гыт _ ы н ӄ о _ н э м э _ 
йыԓӄэтгъэт ӄуԓивуԓӄытвик кыеквъэт	 й ы ԓ ӄ _ эт _  г ъ э _ т _ ӄ у ԓ _ иву _ ԓӄы _ тви _ к _ к ы е к _  в ъ э _ т _ 
 эвын тэӈуйӈэ	 _ э в ы н _ т э ӈ _  у й ӈ э _ 
тэкичгыт миԓӄык таӈымыԓьо гэнуйвыԓинэт аны ныԓгайыԓгавӄэнат ӄуԓиныкитэ	 т э к и ч _ гыт _ м и ԓ ӄ ы к _ т а ӈ _  ы м ы ԓ ь о _ г э _  н у _  й в ы _ ԓинэ _ т _ а н ы _ н ы _  ԓ г а _  й ы ԓ _ гав _  ӄ э н а _ т _ ӄ у ԓ и _  н ы _  к и т _ э _ 
яракэн рэнмырэм	 я р а _  к э н _ р э н _  м ы р э м _ 
натъайытчагъан	 н а т ъ а й ы т ч а _  г ъ а _  н _ 
ԓыгэн нынӄъэӄыръувӄин ӄытԓыги	 ԓ ы г э н _ н ы _  н _  ӄ ъ э ӄ ы р ъ у в _  ӄ и н _ ӄ ы т ԓ ы г и _ 
ынӄэнат кэйӈыт	 ы н ӄ э н а _  т _ к э й ӈ ы _  т _ 
амайыԓгаым ванэван нырэӄынэт ӈэвысӄэтти ӄынвэр ӄоԓетъыԓё тэӈэтэкичгыкэ нъэԓгъэт таӈымыԓьо гагтоԓенат кэйӈэ	 а м _  а й ы ԓ _  г а ы м _ в а н э в а н _ ны _  р э ӄ ы _  н э _ т _ ӈ э в ы с ӄ э т _ ти _ ӄ ы н в э р _ ӄ о ԓ е _ тъыԓё _ т э ӈ _  э т _  э к и ч _ гы _ к _ э _ н _  ъ э ԓ _  г ъ э _ т _ т а ӈ _ ымыԓьо _ г а _  г т о _  ԓ е н а _ т _ к э й ӈ э _ 
ӄуԓивуԓӄытвик энарэрыԓьатыӈӈогъат рэноԓгыгэӈгыпы ԓыгэн	 ӄ у ԓ _ иву _ ԓӄы _ тви _ к _ э н а р э р ы _  ԓ ь _  а т ы _  ӈ ӈ о _  г ъ а _  т _ р э н о ԓ г ы _  г э ӈ _  г ы п ы _ ԓ ы г э н _ 
ӄун	 ӄ у н _ 
ныԓгивэгыткуԓьэтӄинэт	 ны _  ԓ г и _  в э г ы _ тку _  ԓ ь э т _  ӄ и н э _ т _ 
уйӈэ нытваӄэнат	 у й ӈ э _ н ы _  т в а _  ӄ э н а _ т _ 
ԓюур	 ԓ ю у р _ 
ӄотԓяйӈын ёрогты	 ӄ о т ԓ я _ йӈы _ н _ ё р о _  г т ы _ 
кытгъи ерочыкон нэнчимиръэвын нанӄыԓьын нэпиригъэн ынӄо таӈавынӄоԓеԓьыръогты	 к ы т г _ ъ _ и _ е р о _  ч ы к о _  н _ н э _  н _  ч и м и _  р ъ _  э в ы _ н _ н _  а н ӄ ы _  ԓ ь ы _ н _ н э _  п и р и _ гъэ _ н _ ы н ӄ о _ т а ӈ _  а в ы _ нӄоԓе _ ԓьы _  р ъ о _  г т ы _ 
нанынтоӈатын ӈаргыногты эргатръогъэ таӈамынан нъэԓгъи чимгъугъи ӈэвысӄэт тэйкынин тытԓык ваны варэсӄыткынык	 н _  а н ы _  н т о ӈ _  а т ы _  н _ ӈ а р г ы н о _ гты _ э р г _  а т _  р ъ о _ гъ _ э _ т а ӈ _  а м _  ы н а н _ н _  ъ э ԓ _ гъ _ и _ ч и м г ъ у _  г ъ _ и _ ӈ э в ы с ӄ э т _ т э й к ы _ ни _ н _ т ы т ԓ ы _ к _ в а н ы _ в а р э _  с ӄ ы _  т к ы н ы _ к _ 
румэкэвъюунинэт уунъыкэнъут	 р у м э к _  э в ъ ю у _  н и _  н э _ т _ у у н ъ ы _  к э н ъ у _  т _ 
